TS,T,C,O,H,L,V
1574096400,2019-11-19,1008.35,1002.89,1008.35,1001.35,232356619
1574182800,2019-11-20,1000.56,1009.21,1009.21,1000.56,210309868
1574269200,2019-11-21,987.89,999.37,999.63,987.89,215011817
1574355600,2019-11-22,977.78,992.73,993.7,971.03,230361034
1574614800,2019-11-25,976.35,977.85,979.6,971.24,189316343
1574701200,2019-11-26,976.79,976.35,981.96,976.35,192498156
1574787600,2019-11-27,978.17,978.98,982.76,978.17,197964033
1574874000,2019-11-28,970.39,977.66,979.17,967.68,191263808
1574960400,2019-11-29,970.75,971.1,972.89,968.03,167266555
1575219600,2019-12-02,959.31,971.42,972.91,958.3,210999350
1575306000,2019-12-03,953.43,957.4,960.82,950.96,264937828
1575392400,2019-12-04,965.9,952.51,965.9,950.13,210095558
1575478800,2019-12-05,963.27,969,969.53,962.16,194538257
1575565200,2019-12-06,963.56,962.38,965.41,960.99,171819421
1575824400,2019-12-09,966.06,963.91,967.57,962.59,273262818
1575910800,2019-12-10,960.3,965.92,966.58,955.14,242725192
1575997200,2019-12-11,961.78,960.59,961.78,954.56,216475104
1576083600,2019-12-12,968.17,963.39,968.39,962.72,218749302
1576170000,2019-12-13,966.18,969.43,971.84,965.93,219156032
1576429200,2019-12-16,961.47,966,966,960.39,278437940
1576515600,2019-12-17,954.03,962.49,962.79,954.03,280853503
1576602000,2019-12-18,951.13,951.52,954.18,949.86,323407180
1576688400,2019-12-19,952.26,950.61,955.85,946.74,222467240
1576774800,2019-12-20,956.41,953.55,957.52,952.71,243332885
1577034000,2019-12-23,959.43,959.55,960.65,958.07,241524335
1577120400,2019-12-24,958.88,959.43,959.43,953.29,229674422
1577206800,2019-12-25,960.92,958.18,962.83,957.5,238316843
1577293200,2019-12-26,958.59,960.67,962.11,957.43,265937347
1577379600,2019-12-27,963.51,957.7,963.51,954.19,180524101
1577638800,2019-12-30,965.03,962.89,967.52,962.47,177740545
1577725200,2019-12-31,960.99,965.71,965.71,958.22,185242663
1577898000,2020-01-02,966.67,960.26,966.67,959.67,200601631
1577984400,2020-01-03,965.14,968.72,970.88,965.14,174128840
1578243600,2020-01-06,955.79,962.79,963.2,955.59,187204339
1578330000,2020-01-07,958.88,955.79,959.46,953.19,181625538
1578416400,2020-01-08,948.98,954.13,955.84,945.28,319165887
1578502800,2020-01-09,960.15,953.86,960.73,952.16,166147392
1578589200,2020-01-10,968.54,961.17,969.71,961.17,222154568
1578848400,2020-01-13,965.84,965.47,968.63,965.47,147147791
1578934800,2020-01-14,967,966.26,968.85,965.76,190348503
1579021200,2020-01-15,967.56,967.69,967.69,964.84,150040543
1579107600,2020-01-16,974.31,967.2,974.7,967.17,201250786
1579194000,2020-01-17,978.96,976.28,980.02,973.79,164136095
1579453200,2020-01-20,978.63,978.23,979.85,975.93,148803681
1579539600,2020-01-21,986.37,978.82,986.37,978.82,157666151
1579626000,2020-01-22,991.46,986.52,991.46,983.92,152345085
1580317200,2020-01-30,959.58,976.07,977.72,954,198514398
1580403600,2020-01-31,936.62,959.58,960.96,936.62,253944680
1580662800,2020-02-03,928.14,916.6,930.37,891.85,275517985
1580749200,2020-02-04,929.09,929.42,934.91,919.33,197685137
1580835600,2020-02-05,925.91,934.75,936.33,921.89,197383745
1580922000,2020-02-06,938.54,926.66,938.54,925.21,223668081
1581008400,2020-02-07,940.75,938.45,943.48,935.94,194165341
1581267600,2020-02-10,930.73,934.38,935.87,926.61,153967122
1581354000,2020-02-11,934.67,930.73,936.04,930.73,179353088
1581440400,2020-02-12,937.68,940.72,943.11,937.34,228035142
1581526800,2020-02-13,938.24,937.19,939.1,934.47,177733077
1581613200,2020-02-14,937.45,939.28,940.65,936.47,204351144
1581872400,2020-02-17,934.77,938.52,938.52,931.66,183245052
1581958800,2020-02-18,927.93,934.47,934.98,926.01,187757536
1582045200,2020-02-19,928.76,926.41,931.66,925.86,192170084
1582131600,2020-02-20,938.13,933.69,938.13,930.41,198339933
1582218000,2020-02-21,933.09,938.13,940.53,932.32,206753001
1582477200,2020-02-24,903.34,917.49,917.49,903.34,291882482
1582563600,2020-02-25,909.67,893.95,909.67,893.95,221123293
1582650000,2020-02-26,895.97,901.51,903.27,894.25,142582255
1582736400,2020-02-27,898.44,892.15,899.34,889.14,163286587
1582822800,2020-02-28,882.19,884.66,887.07,872.46,241893421
1583082000,2020-03-02,884.43,878.88,886.45,877.31,206634751
1583168400,2020-03-03,890.61,895.26,896.39,890.06,212740313
1583254800,2020-03-04,889.37,888.48,889.85,882.83,238450919
1583341200,2020-03-05,893.31,892.71,898.43,891.2,231336664
1583427600,2020-03-06,891.44,888.96,891.44,882.71,214338753
1583686800,2020-03-09,835.49,864.5,864.5,834.67,309100873
1583773200,2020-03-10,837.5,813.83,843.28,806.63,298017446
1583859600,2020-03-11,811.35,843.52,844.94,794.54,318568905
1583946000,2020-03-12,769.25,778.06,778.06,762.12,339232260
1584032400,2020-03-13,761.78,750.56,764.69,723.7,354705442
1584291600,2020-03-16,747.86,757.74,758.59,737.58,292252741
1584378000,2020-03-17,745.78,724.07,750.03,721.84,287277094
1584464400,2020-03-18,747.66,749.14,752.65,742.12,259017964
1584550800,2020-03-19,725.94,732.35,733.43,714.02,353389671
1584637200,2020-03-20,709.73,728.55,729.35,709.73,230589297
1584896400,2020-03-23,666.59,683.1,683.81,664.23,280248298
1584982800,2020-03-24,659.21,666.59,666.59,652.27,245148982
1585069200,2020-03-25,690.25,676.76,690.25,667.58,270182844
1585155600,2020-03-26,694.21,689,700.76,680.1,221850923
1585242000,2020-03-27,696.06,692.54,703.22,682.52,327993584
1585501200,2020-03-30,662.26,663.91,665.56,657.36,233101381
1585587600,2020-03-31,662.53,669.74,678.64,649.1,262791623
1585674000,2020-04-01,680.23,658.8,684.96,657.41,267021451
1585846800,2020-04-03,701.8,687.92,701.8,687.92,233091019
1586106000,2020-04-06,736.75,716.22,736.75,715.39,334903626
1586192400,2020-04-07,746.69,744.97,748.45,730.28,292968513
1586278800,2020-04-08,748.02,740.03,748.36,730.12,252294484
1586365200,2020-04-09,760.33,751.08,765.87,751.08,298466917
1586451600,2020-04-10,757.94,759.08,764.36,751.59,338401710
1586710800,2020-04-13,765.79,762.99,774.62,762.53,235281711
1586797200,2020-04-14,767.41,769.01,769.53,753.85,266774993
1586883600,2020-04-15,777.22,768.05,779.52,768.01,302623284
1586970000,2020-04-16,780.7,773.11,781.06,770.91,250935655
1587056400,2020-04-17,789.6,786.96,790.95,783.74,309857529
1587315600,2020-04-20,794.97,796.17,797.49,786.73,336053146
1587402000,2020-04-21,766.84,794.97,794.97,761.96,397399287
1587488400,2020-04-22,768.92,752.8,774.94,749.97,253435487
1587574800,2020-04-23,773.91,768.92,785.6,768.92,205794543
1587661200,2020-04-24,776.66,777.28,778.3,767.31,262269637
1587920400,2020-04-27,770.77,780.65,785.74,770.77,307355579
1588006800,2020-04-28,767.21,773.31,776.13,763.66,219399280
1588093200,2020-04-29,769.11,768.59,772.62,768.19,250081194
1588525200,2020-05-04,762.47,766.14,769.73,761.64,285569959
1588611600,2020-05-05,764.16,763.22,767.03,760.04,212376498
1588698000,2020-05-06,782.59,767.3,782.59,765.37,272445795
1588784400,2020-05-07,796.54,785.08,796.54,785.08,240802974
1588870800,2020-05-08,813.73,800.32,825.72,800.2,371337502
1589130000,2020-05-11,828.33,818.26,828.33,812.48,353415980
1589216400,2020-05-12,835.32,827.29,835.95,819.66,322211096
1589302800,2020-05-13,834.21,835.32,839.59,815.13,374602789
1589389200,2020-05-14,832.4,830.97,836.19,826.17,341117383
1589475600,2020-05-15,827.03,835.42,838.47,824.59,301891111
1589734800,2020-05-18,837.01,827.49,837.61,823.08,254048734
1589821200,2020-05-19,845.92,852.14,854.25,844.15,385271832
1589907600,2020-05-20,852.91,843.26,852.91,842.21,265771467
1589994000,2020-05-21,862.73,854.93,862.73,854.04,331906150
1590080400,2020-05-22,852.74,859.29,860.65,852.08,303976346
1590339600,2020-05-25,859.04,852.9,860.45,849.12,307226679
1590426000,2020-05-26,869.13,861.47,869.65,860.22,328348697
1590512400,2020-05-27,857.48,869.13,875.35,857.48,388896509
1590598800,2020-05-28,861.39,858.97,866.17,856.5,322215391
1590685200,2020-05-29,864.47,861.59,866.95,859.26,318190600
1590944400,2020-06-01,878.67,868.97,878.67,868.97,476516181
1591030800,2020-06-02,874.8,879.23,882.73,874.53,484708142
1591117200,2020-06-03,881.17,876.73,881.17,874.01,351958204
1591203600,2020-06-04,883.9,883.22,888.32,883.22,431121741
1591290000,2020-06-05,886.22,883.4,886.59,878.5,499608204
1591549200,2020-06-08,899.92,888.7,905.65,888.7,572018924
1591635600,2020-06-09,899.43,902.26,904.89,898.87,501725105
1591722000,2020-06-10,900,898.78,902.69,890.3,542865391
1591808400,2020-06-11,867.37,900.48,903.7,867.37,707457705
1591894800,2020-06-12,863.52,841.85,863.52,841.44,620770592
1592154000,2020-06-15,832.47,867.52,868.16,832.47,708243570
1592240400,2020-06-16,856.13,848.86,858.7,844.67,412445091
1592326800,2020-06-17,854.44,861.05,861.05,852.27,354839753
1592413200,2020-06-18,855.27,850.92,858.03,847.49,280310648
1592499600,2020-06-19,868.56,857.77,868.56,857.77,440092219
1592758800,2020-06-22,871.28,869.68,872.94,867.37,350370945
1592845200,2020-06-23,868.2,871.12,873.2,864.02,455359622
1592931600,2020-06-24,859.71,868.2,873.13,857.58,370920927
1593018000,2020-06-25,854.59,851.09,856.23,849.65,312296946
1593104400,2020-06-26,851.98,859.07,862.59,850.66,300386260
1593363600,2020-06-29,829.36,846.26,846.53,826,389638233
1593450000,2020-06-30,825.11,836.72,840.31,821.92,358393775
1593536400,2020-07-01,843.49,827.67,844.26,826.38,303545946
1593622800,2020-07-02,842.38,845.66,845.66,838.48,223794868
1593709200,2020-07-03,847.61,845.26,848.16,843.25,203001178
1593968400,2020-07-06,861.16,851.47,861.85,850.04,215091679
1594054800,2020-07-07,863.42,865.46,870.63,863.42,330902376
1594141200,2020-07-08,864.5,861.75,865.58,859.98,237540566
1594227600,2020-07-09,876.46,867.66,878.36,867.45,306075738
1594314000,2020-07-10,871.21,873.7,878.53,867.59,291113796
1594573200,2020-07-13,868.72,874.85,876.83,866.99,246073500
1594659600,2020-07-14,868.11,865.01,868.11,860.28,239137660
1594746000,2020-07-15,869.91,872.8,876.69,869.91,258293626
1594832400,2020-07-16,876.83,871.81,876.83,869.27,243472026
1594918800,2020-07-17,872.02,873.48,875.07,871.89,270682017
1595178000,2020-07-20,861.4,870.82,871.64,861.4,285075775
1595264400,2020-07-21,861.69,863.94,864.7,856.94,245405073
1595350800,2020-07-22,855.08,863.64,864,854.97,278602354
1595437200,2020-07-23,856.75,854.92,857.22,851.97,240494702
1595523600,2020-07-24,829.16,854.23,854.57,816.9,505098514
1595782800,2020-07-27,785.17,794.14,808.74,780.64,422707490
1595869200,2020-07-28,813.36,786.72,814.4,786.67,328490834
1595955600,2020-07-29,790.84,796.57,797.33,779.82,362091753
1596042000,2020-07-30,801.13,796.22,802.97,794.88,188944703
1596128400,2020-07-31,798.39,787.78,803.55,786.98,249630878
1596387600,2020-08-03,814.65,796.86,814.84,796.47,298136184
1596474000,2020-08-04,827.57,822.86,827.57,820.2,277448893
1596560400,2020-08-05,837.8,826.43,839.52,820.74,306639158
1596646800,2020-08-06,840.04,838.01,844.16,833.56,257016920
1596733200,2020-08-07,841.46,840.65,844.33,836.84,259884838
1596992400,2020-08-10,843.2,845.89,849.52,843.2,309297390
1597078800,2020-08-11,843.08,847.61,847.61,840.35,249000304
1597165200,2020-08-12,846.92,844.23,848.54,842.88,272493250
1597251600,2020-08-13,855.05,849.96,855.19,849.93,256244523
1597338000,2020-08-14,850.74,854.29,860.32,848.48,304706001
1597597200,2020-08-17,850.15,850.5,852.05,841.62,237510681
1597683600,2020-08-18,846.43,850.15,851.06,845,227510848
1597770000,2020-08-19,851.21,847.19,853.15,846.22,240147222
1597856400,2020-08-20,848.21,851.21,856.99,847.44,285685594
1597942800,2020-08-21,854.78,849.99,856.45,849.69,286817402
1598202000,2020-08-24,868.68,860.35,868.68,860.35,381517543
1598288400,2020-08-25,874.12,870.92,877.57,870.92,399065173
1598374800,2020-08-26,873.47,873.62,876.97,871.78,352376560
1598461200,2020-08-27,874.71,872.38,875.71,871.93,325718147
1598547600,2020-08-28,878.98,878.79,885.86,877.7,398321424
1598806800,2020-08-31,881.65,884,888.44,879.26,352651008
1598893200,2020-09-01,891.73,882.4,892.51,880.79,316999969
1599066000,2020-09-03,903.97,898.25,904.32,896.26,370489521
1599152400,2020-09-04,901.54,896.02,903.11,893.86,346438791
1599411600,2020-09-07,888.25,903.85,905.8,888.25,434062933
1599498000,2020-09-08,890.14,891.61,894.58,884.88,294020747
1599584400,2020-09-09,889.32,883.68,892.4,881.57,318443237
1599670800,2020-09-10,888.82,896.21,896.78,888.82,387236519
1599757200,2020-09-11,888.97,888.82,890.98,885.2,309908605
1600016400,2020-09-14,894.57,891.89,895.31,891.89,364431541
1600102800,2020-09-15,896.26,896.61,898.74,894.66,381798801
1600189200,2020-09-16,897.47,897.43,897.58,894.63,290433568
1600275600,2020-09-17,894.04,897.47,899.41,890.93,395454931
1600362000,2020-09-18,900.95,896.08,902.11,895.82,361844377
1600621200,2020-09-21,907.94,904.5,909.78,904.5,403435014
1600707600,2020-09-22,906.19,905.9,909.69,902.47,401407999
1600794000,2020-09-23,912.5,908.97,913.52,908.97,392506597
1600880400,2020-09-24,908.58,910.53,914.51,907.32,398464411
1600966800,2020-09-25,908.27,910.78,911.3,905.56,361232130
1601226000,2020-09-28,912.5,911.2,913.6,910.04,420240133
1601312400,2020-09-29,905.28,916.63,917.49,904.69,439634973
1601398800,2020-09-30,905.21,904.34,907,900.44,340685594
1601485200,2020-10-01,914.09,910.13,914.09,909.13,352448619
1601571600,2020-10-02,909.91,914.09,916.67,897.72,527158154
1601830800,2020-10-05,914.68,913.77,915.55,910.96,456101119
1601917200,2020-10-06,915.67,918.11,918.93,912.77,496132393
1602003600,2020-10-07,919.72,913.62,923.57,912.69,523961365
1602090000,2020-10-08,918.84,922.08,922.08,914.04,470304445
1602176400,2020-10-09,924,919.48,924,917.7,388133119
1602435600,2020-10-12,925.83,930.78,933.13,923.28,457229293
1602522000,2020-10-13,929.86,926.76,930.96,923.78,359015145
1602608400,2020-10-14,940.18,931.89,940.18,931.89,474920831
1602694800,2020-10-15,942.76,945.28,945.93,938.7,470505206
1602781200,2020-10-16,943.3,944.03,946.23,935.98,443329721
1603040400,2020-10-19,943.69,945.01,946.29,941.92,389468232
1603126800,2020-10-20,944.42,941,944.54,937.32,444327632
1603213200,2020-10-21,939.03,947.16,948.2,939,412650340
1603299600,2020-10-22,949.9,938.06,949.9,933.78,365115464
1603386000,2020-10-23,961.26,953.45,961.26,953.14,452492266
1603645200,2020-10-26,950.8,967.52,970.15,950.8,428249098
1603731600,2020-10-27,946.47,950.8,954.72,946.28,455852375
1603818000,2020-10-28,921.05,942.82,946.91,921.05,456058310
1603904400,2020-10-29,919.08,916.49,925.84,914.33,436132930
1603990800,2020-10-30,925.47,925.41,926.32,911.2,312753239
1604250000,2020-11-02,933.68,926.09,933.68,924.14,297601123
1604336400,2020-11-03,935.41,936.73,937.57,932.18,318702179
1604422800,2020-11-04,939.76,935.41,943.56,933.86,350871986
1604509200,2020-11-05,937.75,940.32,945.51,937.75,304332571
1604595600,2020-11-06,938.29,939.73,941.2,934.63,268232099
1604854800,2020-11-09,951.99,942.15,951.99,942.15,393195035
1604941200,2020-11-10,951.9,962.68,963.47,951.9,456747250
1605027600,2020-11-11,952.22,954.46,956.65,947.61,376513728
1605114000,2020-11-12,959.28,953.97,959.28,953.62,343912246
1605200400,2020-11-13,966.29,959.56,966.29,959.13,457828978
1605459600,2020-11-16,950.79,970.11,972.98,950.5,518930355
1605546000,2020-11-17,968.9,955.52,968.9,953.22,400955086
1605632400,2020-11-18,973.53,969.48,974.3,966.32,478682286
1605718800,2020-11-19,983.26,975.32,983.26,974.33,500118822
1605805200,2020-11-20,990,984.71,990,980.72,501052016
1606064400,2020-11-23,994.19,991.87,995.9,985.38,489689829
1606150800,2020-11-24,995.76,996.55,997.99,984.92,550067967
1606237200,2020-11-25,999.94,1000.39,1002.31,996.8,475736585
1606323600,2020-11-26,1005.97,999.24,1005.97,994.91,493557788
1606410000,2020-11-27,1010.22,1006.68,1010.22,1004,446435493
1606669200,2020-11-30,1003.08,1011.82,1012.5,1002.61,532930170
1606755600,2020-12-01,1008.87,988.71,1008.87,988.71,583307874
1606842000,2020-12-02,1014.32,1008.77,1015.86,1007.91,684524912
1606928400,2020-12-03,1019.8,1016.73,1020.35,1014.06,518905499
1607014800,2020-12-04,1021.49,1019.8,1025.17,1018.67,553590343
1607274000,2020-12-07,1029.98,1024.34,1030.41,1022.14,520338686
1607360400,2020-12-08,1029.26,1029.98,1032.58,1025.63,527667121
1607446800,2020-12-09,1039.13,1029.26,1039.55,1029.26,586051690
1607533200,2020-12-10,1030.91,1041.65,1044.1,1030.91,626451597
1607619600,2020-12-11,1045.96,1033.1899,1045.96,1030.0601,463771359
1607878800,2020-12-14,1064.09,1048.97,1064.09,1048.97,583588995
1607965200,2020-12-15,1055.27,1062.02,1067.45,1052.01,675180208
1608051600,2020-12-16,1066.99,1058.34,1066.99,1057.21,591566382
1608138000,2020-12-17,1051.77,1065.85,1065.85,1051.42,667888063
1608224400,2020-12-18,1067.46,1055.75,1068.5601,1055.75,623638382
1608483600,2020-12-21,1081.08,1071.62,1081.6,1070.86,713662252
1608570000,2020-12-22,1083.45,1081.85,1084.23,1077.0601,756114347
1608656400,2020-12-23,1078.9,1087.89,1094.09,1077.92,813169564
1608742800,2020-12-24,1067.52,1083.83,1084.76,1046.89,757318877
1608829200,2020-12-25,1084.42,1068.83,1084.42,1061.83,652808639
1609088400,2020-12-28,1091.33,1094.37,1096.11,1083.9,723882551
1609174800,2020-12-29,1099.49,1090.49,1102.79,1087.9301,678818432
1609261200,2020-12-30,1097.54,1099.78,1108.83,1094.91,676978950
1609347600,2020-12-31,1103.87,1098.25,1105.33,1096.51,527818627
1609693200,2021-01-04,1120.47,1113.77,1126.4301,1113.59,764035996
1609779600,2021-01-05,1132.55,1116.96,1134.45,1116.49,763427860
1609866000,2021-01-06,1143.21,1139.12,1152.85,1133.7,790451912
1609952400,2021-01-07,1156.49,1147.26,1156.49,1143.4399,763739596
1610038800,2021-01-08,1167.6899,1164.1,1176.33,1160.48,808314023
1610298000,2021-01-11,1184.89,1176.47,1186.45,1175,845851690
1610384400,2021-01-12,1192.28,1190.38,1192.28,1179.24,719934730
1610470800,2021-01-13,1186.05,1197.3199,1200.8199,1183.1801,819291996
1610557200,2021-01-14,1187.4,1189.48,1190.5,1178.84,779343266
1610643600,2021-01-15,1194.2,1188.84,1197.74,1188.84,783113133
1610902800,2021-01-18,1191.9399,1198.79,1200.85,1190.33,747415059
1610989200,2021-01-19,1131,1189.91,1189.91,1117.17,986187155
1611075600,2021-01-20,1134.6801,1136.5,1142.48,1098.05,839300719
1611162000,2021-01-21,1164.21,1146.86,1164.21,1132.66,721919685
1611248400,2021-01-22,1166.78,1166.77,1175.72,1161.4301,758315840
1611507600,2021-01-25,1166.05,1164.2,1172.1801,1162.8,707236185
1611594000,2021-01-26,1136.12,1164.97,1164.97,1121.03,782270801
1611680400,2021-01-27,1097.17,1122.41,1136.12,1088.86,714917500
1611766800,2021-01-28,1023.94,1041.71,1052.16,1022.77,666812100
1611853200,2021-01-29,1056.61,998.33,1076.11,998.33,711837700
1612112400,2021-02-01,1035.51,1062.13,1074.52,1035.51,561669800
1612198800,2021-02-02,1075.53,1036.95,1075.53,1029.36,526221500
1612285200,2021-02-03,1111.29,1084.87,1113.24,1075.53,606731400
1612371600,2021-02-04,1112.1899,1112.97,1117.88,1098.85,445476800
1612458000,2021-02-05,1126.91,1114.79,1126.91,1112.1899,436892900
