TS,T,C,O,H,L,V
1284397200,2010-09-14,449.01,450.95,451.46,447.95,34432250
1284483600,2010-09-15,448.72,449.07,450.48,444.74,33772200
1284570000,2010-09-16,449.52,445.69,450.85,445.49,28865130
1284656400,2010-09-17,457.6,451.5,453.8,450.6,46400130
1284915600,2010-09-20,457.87,462.01,462.83,457.87,48445710
1285002000,2010-09-21,453.32,457.73,457.92,453.32,55518560
1285088400,2010-09-22,453.9,453.01,455.81,453.01,29300790
1285174800,2010-09-23,450.77,451.41,453.71,447.16,45857260
1285261200,2010-09-24,449.71,449.13,452.28,448.16,32025770
1285520400,2010-09-27,450.2,451.17,452.51,449.37,32801240
1285606800,2010-09-28,455.13,452.07,455.13,452.07,34805670
1285693200,2010-09-29,452.94,457.99,458,452.94,29316750
1285779600,2010-09-30,454.52,452.71,454.52,451.28,32227520
1285866000,2010-10-01,451.71,454.41,455.46,451.71,27901710
1286125200,2010-10-04,445.83,452.38,452.38,443.98,45875870
1286211600,2010-10-05,450.96,440.91,450.96,440.63,31545370
1286298000,2010-10-06,460.72,452.88,460.72,452.78,34150890
1286384400,2010-10-07,462.05,461.99,467.61,460.16,34263650
1286470800,2010-10-08,459.26,459.26,465.04,459.26,28255370
1286730000,2010-10-11,459.32,457.41,461.48,456.6,20590910
1286816400,2010-10-12,454.32,457.19,459.94,453.72,25937800
1286902800,2010-10-13,457.7,453.23,457.7,452.19,21737290
1286989200,2010-10-14,458.66,459.79,460.92,457.88,21056210
1287075600,2010-10-15,458.39,457.07,458.39,455.73,22505540
1287334800,2010-10-18,457.59,458.44,459.35,456,19757170
1287421200,2010-10-19,454.25,458.44,459.39,451.82,31324510
1287507600,2010-10-20,442.17,450.79,451.04,441.16,36917430
1287594000,2010-10-21,445.05,442.09,445.25,440.59,26978530
1287680400,2010-10-22,445.21,444.84,446.39,441.5,24204440
1287939600,2010-10-25,448.61,444.66,448.61,443.12,23427100
1288026000,2010-10-26,455.12,450.23,458.23,450.23,30139330
1288112400,2010-10-27,450.01,455.23,455.93,448.9,23349570
1288198800,2010-10-28,450.07,448.62,451.51,448.28,20155160
1288285200,2010-10-29,452.63,450.5,452.79,450.29,22494310
1288544400,2010-11-01,451.06,451.81,451.86,449.83,18064870
1288630800,2010-11-02,446.3,448.62,448.87,445.6,23189360
1288717200,2010-11-03,444.16,445.33,445.76,442.34,22703120
1288803600,2010-11-04,448.95,444.13,448.95,443.97,23454830
1288890000,2010-11-05,457.27,452.41,457.27,450.09,29986290
1289149200,2010-11-08,457.13,457.5,458.74,454.41,27232590
1289235600,2010-11-09,449.4,455.58,455.65,449.4,30659160
1289322000,2010-11-10,451.26,447.72,451.26,447.61,21038880
1289408400,2010-11-11,446.69,451.24,451.61,446.31,24236990
1289494800,2010-11-12,441.6,444.78,446.86,436.5,38981270
1289754000,2010-11-15,433.54,440.61,443.08,432.72,26382340
1289840400,2010-11-16,426.89,431.08,431.33,425.05,30931860
1289926800,2010-11-17,425.5,426.89,430.24,424.32,25125790
1290013200,2010-11-18,430.72,427.74,432.05,427.74,26333370
1290099600,2010-11-19,426.51,434.39,434.42,426.51,24821140
1290358800,2010-11-22,426.19,426.51,426.51,420.04,23431540
1290445200,2010-11-23,430.81,426.19,430.81,426.03,22541430
1290531600,2010-11-24,434.48,430.45,434.48,427.99,25109750
1290618000,2010-11-25,439.85,434.7,440.19,434.7,31896320
1290704400,2010-11-26,439.94,441.88,443.68,437.29,32805180
1290963600,2010-11-29,446.36,437.92,446.36,436.38,30743560
1291050000,2010-11-30,451.59,450.15,456.3,450.15,62322660
1291136400,2010-12-01,449.93,451.02,453.55,448.13,45498940
1291222800,2010-12-02,457.42,450.09,457.42,448.23,60811590
1291309200,2010-12-03,464.35,462.3,467.2,462.3,68016080
1291568400,2010-12-06,465.56,467.3,468.78,462.87,85111340
1291654800,2010-12-07,460.76,461.71,466.1,460.76,81943820
1291741200,2010-12-08,452.83,459.41,461.6,452.55,68289030
1291827600,2010-12-09,460.45,450.59,460.79,450.16,57617350
1291914000,2010-12-10,473.06,464.81,473.06,462.39,72125620
1292173200,2010-12-13,490.22,485.82,490.3,485.73,77861930
1292259600,2010-12-14,489.65,493.72,496.42,480.64,122569420
1292346000,2010-12-15,493.47,492.8,497.09,491.51,85904270
1292432400,2010-12-16,480.21,484.71,489.7,479.68,73963400
1292518800,2010-12-17,485.29,483,485.29,476.27,69205020
1292778000,2010-12-20,478.29,487.55,488.25,478.29,62244470
1292864400,2010-12-21,481.78,471.17,483.43,470.14,61254930
1292950800,2010-12-22,481.53,488.31,488.69,481.53,52498410
1293037200,2010-12-23,475.41,481.71,481.71,475.41,50304360
1293123600,2010-12-24,472.76,474.16,477.81,470.81,36460270
1293382800,2010-12-27,473.05,475.72,476.05,469.64,32072870
1293469200,2010-12-28,479.33,471.73,479.33,471.73,46930710
1293555600,2010-12-29,478.75,480.53,481.17,476.53,47541620
1293642000,2010-12-30,481.4,477.2,481.51,477.2,37343490
1293728400,2010-12-31,484.66,480.93,485.22,480.1,39365530
1294074000,2011-01-04,485.97,485.72,487.83,481.66,27702590
1294160400,2011-01-05,481.91,487.94,487.94,481.91,31937170
1294246800,2011-01-06,482.31,480.86,483.16,479.87,27623700
1294333200,2011-01-07,481.86,482.77,483.86,481.35,27898990
1294592400,2011-01-10,480.55,483.71,485.06,479.58,31913610
1294678800,2011-01-11,477.44,477.97,480.79,475.48,33672520
1294765200,2011-01-12,478.45,480.82,481.65,477.49,25963280
1294851600,2011-01-13,484.12,479.95,485.02,479.6,24707820
1294938000,2011-01-14,489.22,487.06,490.11,486.54,35655170
1295197200,2011-01-17,495.16,492.89,498.49,492.37,38797670
1295283600,2011-01-18,497.43,497.05,501.28,496,36081550
1295370000,2011-01-19,505.91,504.93,507.89,503.1,37752610
1295456400,2011-01-20,511.98,510.17,514.05,510.17,35288830
1295542800,2011-01-21,519.5,518.32,521.22,518.24,42553960
1295802000,2011-01-24,509.88,525.7,525.7,509.88,33580000
1295888400,2011-01-25,501.97,504.06,506.12,501.87,31591460
1295974800,2011-01-26,501.25,498.24,502.02,498.24,22037600
1296061200,2011-01-27,502.68,501.25,503.43,498.11,25261730
1296147600,2011-01-28,510.6,502.77,511.91,502.75,34784690
1297098000,2011-02-08,520.69,515.7,521.49,515.61,23807620
1297184400,2011-02-09,522.59,528.69,529.2,522.49,30722510
1297270800,2011-02-10,520.23,523.25,526.57,519.51,29888370
1297357200,2011-02-11,519.98,522.79,522.79,516.4,32567040
1297616400,2011-02-14,514.05,520.73,522.37,514.05,32986530
1297702800,2011-02-15,517.87,509.28,517.98,509.28,32068120
1297789200,2011-02-16,513.11,519.55,519.7,513.11,27859030
1297875600,2011-02-17,509.83,510.69,511.04,505.5,33492100
1297962000,2011-02-18,503.92,509.1,510.75,502.55,35958100
1298221200,2011-02-21,483.68,497.71,497.71,481.86,47615090
1298307600,2011-02-22,470.02,467.4,471.68,467.4,48651700
1298394000,2011-02-23,470.67,468.97,474.02,466.88,34351200
1298480400,2011-02-24,461.29,462.43,462.87,455.74,39985780
1298566800,2011-02-25,466.96,460.57,467.97,457.96,24623090
1298826000,2011-02-28,461.37,467.12,474.22,461.37,29478850
1298912400,2011-03-01,466.12,458.21,466.12,458.14,20498410
1298998800,2011-03-02,457.83,464.27,466.26,453.33,44009210
1299085200,2011-03-03,452.34,449.78,457.13,449.78,28284590
1299171600,2011-03-04,459.23,454.73,459.23,452.61,26528170
1299430800,2011-03-07,468.22,465.21,468.22,464.44,21215060
1299517200,2011-03-08,475.38,471.78,477.52,471.78,24083640
1299603600,2011-03-09,470.51,474.8,475.19,466.72,25743120
1299690000,2011-03-10,482.49,467.54,482.54,467.54,33336730
1299776400,2011-03-11,495.06,490.13,496.22,490.13,38503770
1300035600,2011-03-14,479.9,491.95,493.2,479.9,42018980
1300122000,2011-03-15,468.74,470.47,476.3,468.2,30728400
1300208400,2011-03-16,463.58,467.17,470.64,461.57,28554040
1300294800,2011-03-17,460.53,461.48,468.28,457.01,32161500
1300381200,2011-03-18,461.08,459.4,461.88,454.73,46068990
1300640400,2011-03-21,468.25,467.17,469.52,464.78,36149070
1300726800,2011-03-22,464.8,470.22,470.98,464.8,31891240
1300813200,2011-03-23,467.64,464,467.96,463.96,27018860
1300899600,2011-03-24,461.32,465.12,468.59,461.32,25184420
1300986000,2011-03-25,457.74,461.21,462.67,457.66,24991060
1301245200,2011-03-28,459.52,458.35,463.37,456.74,20671140
1301331600,2011-03-29,457.88,460.68,462.31,456.02,27935590
1301418000,2011-03-30,460.04,455.93,460.1,454.63,25012760
1301504400,2011-03-31,461.13,462.27,465.31,460.74,21014340
1301590800,2011-04-01,459.17,460.8,463.11,458.55,19989320
1301850000,2011-04-04,457.25,459.95,460.65,457.25,19221130
1301936400,2011-04-05,457.2,458.19,459.1,454.86,17505740
1302022800,2011-04-06,464.94,458.51,464.94,458.05,23335120
1302109200,2011-04-07,463.49,464.72,465.85,462,22006610
1302195600,2011-04-08,464.29,462.51,464.53,462.19,17885380
1302627600,2011-04-13,461.01,464.21,464.74,461.01,15659150
1302714000,2011-04-14,460.63,459.87,462.34,459.87,18691580
1302800400,2011-04-15,460.96,462.17,463.5,460.9,22262560
1303059600,2011-04-18,455.46,458.39,459.16,454.79,22418490
1303146000,2011-04-19,453.74,453.59,457.63,453.54,16524710
1303232400,2011-04-20,458.5,454.57,458.5,454.29,16546430
1303318800,2011-04-21,460.3,458.38,462.74,458.26,17006300
1303405200,2011-04-22,456.45,460.89,462.44,454.01,21266860
1303664400,2011-04-25,465.62,458.99,467.01,458.99,21719130
1303750800,2011-04-26,461.86,463.77,468.12,461.54,20547320
1303837200,2011-04-27,469.32,465.98,469.32,463.68,19567290
1303923600,2011-04-28,472.93,472.17,474.65,472.17,16856600
1304010000,2011-04-29,480.08,477.43,481.13,477.07,19504900
1304442000,2011-05-04,486.58,483.3,488.02,482.62,17259210
1304528400,2011-05-05,479.29,485.96,486.99,476.48,16288750
1304614800,2011-05-06,472.71,472.52,473.63,470.13,14997140
1304874000,2011-05-09,477.47,469.01,477.47,467.77,16398710
1304960400,2011-05-10,481.29,479.01,481.69,478.58,14589400
1305046800,2011-05-11,483.15,479.07,483.74,479.06,16049200
1305133200,2011-05-12,482.14,483.1,484.74,480.13,15348160
1305219600,2011-05-13,479.67,482.01,482.51,478.58,16906020
1305478800,2011-05-16,471.49,479.01,481.51,471.49,18741240
1305565200,2011-05-17,464.35,471.49,474.57,464.35,20824430
1305651600,2011-05-18,454.91,458.44,459.19,451.49,25478660
1305738000,2011-05-19,444.85,450.92,456.47,444.85,20677330
1305824400,2011-05-20,432.87,444.85,444.85,432.24,24896000
1306083600,2011-05-23,417.82,430.47,430.54,416.14,28805780
1306170000,2011-05-24,402.59,407.16,407.61,402.07,32695470
1306256400,2011-05-25,386.36,388.64,389.9,385.72,28819230
1306342800,2011-05-26,398.04,386.36,398.04,371.03,41625890
1306429200,2011-05-27,410.82,406.75,410.82,405.78,26609500
1306688400,2011-05-30,412.1,417.07,417.35,412,24700540
1306774800,2011-05-31,421.37,414.98,421.37,414.88,19763890
1306861200,2011-06-01,435.69,422.98,435.69,420.88,28167240
1306947600,2011-06-02,450.59,446.66,450.59,445.98,31955970
1307034000,2011-06-03,443.41,461.85,461.86,436.5,44653980
1307293200,2011-06-06,433.81,434.97,436.91,430.15,18826220
1307379600,2011-06-07,443.68,443.11,448.4,441.4,30105170
1307466000,2011-06-08,439.57,445.43,446.99,436.15,32255700
1307552400,2011-06-09,443.95,439.82,444.13,437.87,26247260
1307638800,2011-06-10,445,446.54,451.81,445,38338750
1307898000,2011-06-13,442.69,443.49,446.12,442.02,33418190
1307984400,2011-06-14,441.54,441.09,452.55,440.57,56035130
1308070800,2011-06-15,441.45,442.85,443.41,436.24,40589410
1308157200,2011-06-16,445.17,439.58,445.66,438.51,31584930
1308243600,2011-06-17,438.93,445.88,446.98,438.64,45206070
1308502800,2011-06-20,431.63,438.13,440.17,431.59,32334480
1308589200,2011-06-21,442.74,432.81,442.74,432.81,24798840
1308675600,2011-06-22,439.63,444.28,445.49,439.29,21760520
1308762000,2011-06-23,434.75,436.85,440.51,434.4,17521100
1308848400,2011-06-24,433.4,436.17,436.2,432.79,17481110
1309107600,2011-06-27,434.25,436.95,438.53,433.62,17300580
1309194000,2011-06-28,432.31,432.31,432.31,432.31,19028520
1309280400,2011-06-29,434.6,434.6,434.9,430.9,17262650
1309366800,2011-06-30,432.54,435.21,435.63,432.17,16742520
1309453200,2011-07-01,425.29,429.91,430.04,424.26,21792360
1309712400,2011-07-04,425.42,425.04,426.17,423.39,15307620
1309798800,2011-07-05,431.03,427.54,434.07,427.54,19330750
1309885200,2011-07-06,428.3,432.15,432.8,427.84,13694500
1309971600,2011-07-07,429.99,426.64,431.03,426.53,14604310
1310058000,2011-07-08,430.32,428.81,431.35,428.75,15893240
1310317200,2011-07-11,425.09,429.41,429.63,425.09,15228610
1310403600,2011-07-12,417.25,422.13,423.93,417.25,18044190
1310490000,2011-07-13,418.18,422.17,422.69,417.64,17240390
1310576400,2011-07-14,418.93,418.07,419.58,414.27,15529830
1310662800,2011-07-15,414.74,419.82,419.82,412.52,16688420
1310922000,2011-07-18,415.77,412.9,415.77,411.22,15462900
1311008400,2011-07-19,410.12,414.4,415.43,409.16,12951780
1311094800,2011-07-20,416.77,410.2,416.77,410.2,16317620
1311181200,2011-07-21,413.06,416.24,417.06,412.21,16090680
1311267600,2011-07-22,409.2,412.97,412.97,408.96,12651350
1311526800,2011-07-25,409.36,409.11,410.38,407.58,10512550
1311613200,2011-07-26,409.39,408.93,410.79,407.31,14611410
1311699600,2011-07-27,409.4,409.54,409.81,406.45,13990820
1311786000,2011-07-28,408.39,409.18,411.36,408.18,14569930
1311872400,2011-07-29,405.7,407.58,409.04,402.2,15606570
1312131600,2011-08-01,401.95,404.84,404.91,400.49,15921840
1312218000,2011-08-02,396.55,398.92,400.11,396.23,19056510
1312304400,2011-08-03,391.47,393.6,394.15,388.79,21451520
1312390800,2011-08-04,396.05,392.93,398.74,392.92,22740560
1312477200,2011-08-05,400.88,394.83,400.88,394.83,19998550
1312736400,2011-08-08,396.41,399.24,400.69,395.14,19929670
1312822800,2011-08-09,387.7,388.78,388.82,385.76,31784690
1312909200,2011-08-10,385.96,388.61,390.88,385.33,19674270
1312995600,2011-08-11,384.4,381,386,379.8,15899460
1313082000,2011-08-12,383.92,385.16,387.13,383.58,13694020
1313341200,2011-08-15,384.32,384.47,384.97,383.37,12784520
1313427600,2011-08-16,386.48,383.66,388.48,383.66,13602570
1313514000,2011-08-17,393.46,387.65,393.46,387.65,21505730
1313600400,2011-08-18,402.89,398.21,402.89,397.7,27398650
1313686800,2011-08-19,400.76,399.98,400.76,396.2,21476780
1313946000,2011-08-22,406.03,401.87,406.75,401.87,27931820
1314032400,2011-08-23,401.28,405.19,405.19,401.23,25500990
1314118800,2011-08-24,396.68,403.21,406.29,396.68,25328760
1314205200,2011-08-25,401.65,398.46,402.19,397.93,22937350
1314291600,2011-08-26,404.41,403.21,405.96,402.81,23144300
1314550800,2011-08-29,413.37,405.89,413.37,405.26,32266490
1314637200,2011-08-30,419.26,421.81,423.01,416.84,39535740
1314723600,2011-08-31,424.71,421.45,426.29,417.79,40622520
1314810000,2011-09-01,435.29,429.49,435.29,429.31,47176370
1315155600,2011-09-05,435.73,438.35,439.82,432.07,49711930
1315242000,2011-09-06,436.16,434.02,437.58,430.82,37092010
1315328400,2011-09-07,443.99,444.4,445.72,440.87,41854450
1315414800,2011-09-08,453.26,450.4,457.41,449.97,55809690
1315501200,2011-09-09,459.92,452.94,460.17,452.33,42499540
1315760400,2011-09-12,462.93,461.14,465.41,460.49,45092230
1315846800,2011-09-13,469.4,469.5,471.07,466.69,62435100
1315933200,2011-09-14,466.99,469.33,475.45,466.99,73282634
1316019600,2011-09-15,470.67,462.72,470.9,461.31,56292580
1316106000,2011-09-16,457.11,470.87,473.56,457.11,51789700
1316365200,2011-09-19,461.68,450.21,461.68,449.5,37011670
1316451600,2011-09-20,454.37,459.32,459.32,454.17,38785810
1316538000,2011-09-21,447.57,451.99,454.48,447.57,37816820
1316624400,2011-09-22,449.26,443.3,449.3,441.67,36814710
1316710800,2011-09-23,440.3,439.61,440.76,438.58,32491970
1316970000,2011-09-26,434.43,436.63,444.4,431.78,27404550
1317056400,2011-09-27,437.47,434.02,440.95,431.86,30068540
1317142800,2011-09-28,433.97,441.53,442.53,433.97,32160640
1317229200,2011-09-29,428.08,431.8,433.38,425.02,56543580
1317315600,2011-09-30,427.6,426.13,433.09,424.64,29289990
1317574800,2011-10-03,422.12,426.43,428.28,422.12,26605920
1317661200,2011-10-04,418.18,417.46,420.46,415.35,27141370
1317747600,2011-10-05,417.21,420.74,422.71,415.85,34989030
1317834000,2011-10-06,421.32,417.94,423.08,417.94,30463810
1317920400,2011-10-07,417.96,423.46,423.74,417.96,27044370
1318179600,2011-10-10,419.66,416.77,421.52,415.73,20138130
1318266000,2011-10-11,417.73,421,421.29,417.35,23093700
1318352400,2011-10-12,410.91,414.41,415.37,409.3,32519160
1318438800,2011-10-13,412.59,411.17,413.71,407.61,24913930
1318525200,2011-10-14,414.49,413.12,415.62,413.09,19965800
1318784400,2011-10-17,410.84,415.52,415.52,410.33,20921590
1318870800,2011-10-18,404.32,407.44,408.11,404.32,21473490
1318957200,2011-10-19,401.15,404.32,407.02,399.08,19786910
1319043600,2011-10-20,403.73,402.86,404.85,401.62,13655790
1319130000,2011-10-21,411.03,405.44,411.79,405.44,22498990
1319389200,2011-10-24,414.46,415.9,418.34,414.46,19773030
1319475600,2011-10-25,409.38,416.06,417.07,409.38,17956640
1319562000,2011-10-26,412.1,410.42,413.66,410.35,18505100
1319648400,2011-10-27,414.75,414.08,415.59,413.46,18063250
1319734800,2011-10-28,422.07,418.83,422.45,415.52,36907381
1319994000,2011-10-31,420.81,426.89,428.86,420.81,35210550
1320080400,2011-11-01,413.82,418.77,419.16,412.6,27176620
1320166800,2011-11-02,407.79,410.02,412.06,407.07,24418500
1320253200,2011-11-03,408.44,408.18,410.48,405.72,22444380
1320339600,2011-11-04,410.57,411.22,412.79,410.37,22569560
1320598800,2011-11-07,410.52,409.78,413.94,409.76,25581440
1320685200,2011-11-08,408.6,408.36,409.76,405.17,21847320
1320771600,2011-11-09,405.19,409.19,410.21,404.18,17097170
1320858000,2011-11-10,401.03,402.47,402.47,399.29,20710210
1320944400,2011-11-11,396.3,401.16,403.4,396.3,21875250
1321203600,2011-11-14,391.74,397.52,397.7,389.04,27130240
1321290000,2011-11-15,387.87,387.87,387.87,387.87,26963620
1321376400,2011-11-16,390.89,389.25,392.98,388.51,25943180
1321462800,2011-11-17,385.86,390.91,392.23,385.86,21918840
1321549200,2011-11-18,379.62,383.14,383.45,377.46,27391450
1321808400,2011-11-21,379.14,380.4,382.71,377.92,18436530
1321894800,2011-11-22,381.76,377.46,382.17,375.93,22470270
1321981200,2011-11-23,388.57,385.15,388.57,384.84,21175900
1322067600,2011-11-24,381.78,387.26,389.29,381.78,19813362
1322154000,2011-11-25,383.35,381.78,383.74,379.38,17112220
1322413200,2011-11-28,383.31,386.04,388.98,383.05,23924210
1322499600,2011-11-29,382.9,385.78,386.55,382.9,17443900
1322586000,2011-11-30,380.69,381.88,382.62,378.78,21187010
1322672400,2011-12-01,380.1,380.47,382.87,377.03,18630450
1322758800,2011-12-02,383.88,380.92,383.88,380.36,19808870
1323018000,2011-12-05,391.19,385.82,391.71,385.82,31726950
1323104400,2011-12-06,390.2,392.95,394.63,390.2,33816160
1323190800,2011-12-07,387.21,389.15,389.69,386.71,25848200
1323277200,2011-12-08,381.63,387.02,388.35,381.63,24826570
1323363600,2011-12-09,377.16,376.64,377.16,375.73,27115380
1323622800,2011-12-12,375.3,376.97,378.82,373.89,25025490
1323709200,2011-12-13,371.75,374.11,377.17,371.75,24121800
1323795600,2011-12-14,367.55,371.75,374.42,366.64,32579780
1323882000,2011-12-15,364.48,364.14,365.09,360.16,34185980
1323968400,2011-12-16,366.03,364.37,369.65,363.8,32470080
1324227600,2011-12-19,367.4,365.71,367.95,364.73,20977830
1324314000,2011-12-20,365.67,365.5,369.09,363.22,21369910
1324400400,2011-12-21,367.72,368,369.48,366.96,23306380
1324486800,2011-12-22,360.37,366.68,366.78,359.12,31386790
1324573200,2011-12-23,356.21,352.48,356.97,352.21,21736880
1324832400,2011-12-26,352.68,356.15,356.15,349.7,19421120
1324918800,2011-12-27,347.8,348.42,348.83,346.48,26464690
1325005200,2011-12-28,350.66,347.59,351.34,347.17,26615560
1325091600,2011-12-29,350.51,349.06,350.51,347.39,21775300
1325178000,2011-12-30,351.55,351.83,352.46,348.3,26441080
1325523600,2012-01-03,350,351.37,354.02,349.31,13737030
1325610000,2012-01-04,348.84,349.22,349.92,348.24,19643360
1325696400,2012-01-05,340.94,346.42,347.13,340.94,17221570
1325782800,2012-01-06,336.73,340.19,340.19,336.49,19779270
1326042000,2012-01-09,339.32,334.93,339.32,332.28,19198950
1326128400,2012-01-10,344.68,336.84,345.25,336.84,24725890
1326214800,2012-01-11,347.43,347.98,349.45,346.71,21318880
1326301200,2012-01-12,348.11,347.78,349.44,347.22,18662540
1326387600,2012-01-13,354.33,349.31,354.33,349.31,17423250
1326646800,2012-01-16,357.87,356.77,360.29,355.97,20302930
1326733200,2012-01-17,358.86,357.52,363.5,357.1,16112970
1326819600,2012-01-18,362.66,360.81,363.3,360.47,14322720
1326906000,2012-01-19,373.43,363.15,373.43,363.04,19593160
1326992400,2012-01-20,373,378.07,378.07,373,20282210
1327856400,2012-01-30,384.94,375.1,384.94,373.1,18491240
1327942800,2012-01-31,387.97,390.43,393.92,387.97,37141730
1328029200,2012-02-01,390.67,388.7,390.67,383.05,30800590
1328115600,2012-02-02,401.61,393.89,401.61,393.82,39209510
1328202000,2012-02-03,401.74,408.95,411.38,401.74,55293290
1328461200,2012-02-06,399.73,402.36,402.38,395.02,28639550
1328547600,2012-02-07,401.08,400.43,402.5,396.02,32063940
1328634000,2012-02-08,409.53,403.8,409.74,401.51,41644860
1328720400,2012-02-09,411.39,413.07,414.6,409.18,41215360
1328806800,2012-02-10,405.02,410.11,410.11,403.49,45896610
1329066000,2012-02-13,395.54,402.37,402.37,395.54,28103480
1329152400,2012-02-14,400.26,391.08,400.26,391.08,28107570
1329238800,2012-02-15,397.41,398.39,400.66,394.38,29091950
1329325200,2012-02-16,396.51,395.2,398.44,393.66,31249860
1329411600,2012-02-17,403.3,398.1,403.3,398.1,30020360
1329670800,2012-02-20,413.98,409.83,414.5,409.15,42285070
1329757200,2012-02-21,410.91,421.81,422.19,410.32,56714590
1329843600,2012-02-22,418.41,410.63,418.41,410.63,47041290
1329930000,2012-02-23,423.89,419.49,423.89,416.45,60216010
1330016400,2012-02-24,423.43,427.1,429.42,423.43,68764710
1330275600,2012-02-27,428.41,426.03,430.75,425.66,61428800
1330362000,2012-02-28,422.22,429.26,430.41,421.65,84449500
1330448400,2012-02-29,423.64,420.02,423.64,418.01,70053950
1330534800,2012-03-01,427.95,426.48,427.95,422.65,58982220
1330621200,2012-03-02,439.6,432.32,439.6,431.79,74979590
1330880400,2012-03-05,457.21,452.2,458.55,452.2,65544530
1330966800,2012-03-06,445,465.63,468.15,444.99,143229740
1331053200,2012-03-07,444.02,442.87,444.25,433.69,97945750
1331139600,2012-03-08,431.66,436.44,443.5,431.66,87407280
1331226000,2012-03-09,432.11,431.22,435.27,424.52,71638930
1331485200,2012-03-12,428.02,429.58,432.61,423.43,68630700
1331571600,2012-03-13,429.39,429.73,433.66,427.76,58475180
1331658000,2012-03-14,433.86,435.73,437.12,429.42,59926960
1331744400,2012-03-15,441.85,433.47,441.85,430.39,88589620
1331830800,2012-03-16,438.52,449.66,450.08,438.52,105559940
1332090000,2012-03-19,438.07,435.17,440.92,433.6,52149420
1332176400,2012-03-20,440.29,438.07,441.68,435.2,56347500
1332262800,2012-03-21,445.77,443.43,450.25,443.35,95897770
1332349200,2012-03-22,445.67,442.77,448.92,442.77,76569270
1332435600,2012-03-23,454.1,449.66,455.12,449.43,85360500
1332694800,2012-03-26,459.26,454.1,459.26,451.46,89726030
1332781200,2012-03-27,445.92,459.26,459.26,445.92,115772320
1332867600,2012-03-28,446.32,443.2,447.14,437.05,76397450
1332954000,2012-03-29,439.63,449.01,449.01,439.47,71130040
1333040400,2012-03-30,441.03,439.63,443.74,437.62,61661900
1333386000,2012-04-03,445.77,440.95,446.14,440.52,54047250
1333472400,2012-04-04,439.77,446.02,447.02,439.77,48957860
1333558800,2012-04-05,444.93,439.77,445.8,436.67,55823460
1333645200,2012-04-06,447.44,447.08,450.23,445.87,69734180
1333904400,2012-04-09,450.73,447.44,452.06,447.44,63077480
1333990800,2012-04-10,450.85,451.01,454.39,448.91,80453480
1334077200,2012-04-11,458.74,456.03,458.74,450.85,88529490
1334163600,2012-04-12,465.26,458.74,467.81,458.74,89238310
1334250000,2012-04-13,462.52,465.26,468.38,462.52,115164150
1334509200,2012-04-16,468.26,465.05,470.73,461.76,81922480
1334595600,2012-04-17,472.84,471.54,474.92,467.58,95744300
1334682000,2012-04-18,472.16,475.1,478.87,471.36,120339530
1334768400,2012-04-19,467.08,470.81,473.31,465.29,120410140
1334854800,2012-04-20,465.72,467.08,470.5,462.91,82431400
1335114000,2012-04-23,465.17,466.08,469.2,464.61,60229240
1335200400,2012-04-24,465.65,465.67,466.23,460.6,69115350
1335286800,2012-04-25,472.87,471.39,473.22,468.89,83805110
1335373200,2012-04-26,470.21,472.82,475.44,470.21,90557640
1335459600,2012-04-27,473.77,470.21,475.22,470.21,74023560
1335891600,2012-05-02,472.46,476.02,478.44,471.07,114884980
1335978000,2012-05-03,468.8,470.54,473.07,465,100543120
1336064400,2012-05-04,476.32,470.53,477.72,470.53,97867600
1336323600,2012-05-07,486.31,481.95,486.31,481.05,92055910
1336410000,2012-05-08,488.07,488.6,492.44,486.25,126988850
1336496400,2012-05-09,487.62,488.19,490.49,485.33,109813000
1336582800,2012-05-10,486.07,490.03,491.35,482.68,124478310
1336669200,2012-05-11,480.1,487.68,488.13,479.87,110416050
1336928400,2012-05-14,469.69,477.73,483.15,469.69,88313720
1337014800,2012-05-15,455.65,462.97,467.63,455.47,91695260
1337101200,2012-05-16,449.91,455.75,458.57,446.38,83065900
1337187600,2012-05-17,442.58,449.77,453.72,442.58,69652870
1337274000,2012-05-18,434.95,439.69,440.24,430.29,76373980
1337533200,2012-05-21,448.02,438.53,448.19,438.53,63857990
1337619600,2012-05-22,447.94,451.32,453.7,446.84,60298060
1337706000,2012-05-23,436.75,443.6,446.2,436.75,56728440
1337792400,2012-05-24,426.92,431.39,435.59,425.65,52125440
1337878800,2012-05-25,437.38,432.62,438.42,431.01,57164750
1338138000,2012-05-28,435.48,443.24,443.24,433.42,64208990
1338224400,2012-05-29,431.44,431.75,432.91,429.11,45872090
1338310800,2012-05-30,435.34,433.29,437.31,432.39,43479360
1338397200,2012-05-31,429.2,431.84,433.94,428.52,45438440
1338483600,2012-06-01,428.8,430.75,432.27,427.99,40392570
1338742800,2012-06-04,416.65,426.91,427.58,416.65,62960500
1338829200,2012-06-05,421.02,413.96,421.02,413.58,45026700
1338915600,2012-06-06,426.39,421.09,427.17,420.81,43022010
1339002000,2012-06-07,434.41,431.14,436.68,428.61,64636670
1339088400,2012-06-08,432.9,439.02,441.46,432.9,80032950
1339347600,2012-06-11,432.5,432.15,435.86,430.28,53036630
1339434000,2012-06-12,428.16,432.89,432.89,428.04,51907140
1339520400,2012-06-13,427.61,429.73,429.73,424.86,45700390
1339606800,2012-06-14,425.28,425.74,428.59,424.05,42057240
1339693200,2012-06-15,433.09,425.62,433.09,425.62,69270580
