<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2014-06-06,559.04,553.62,559.04,551.80,59778290
2014-06-09,565.61,559.04,571.83,558.64,107736660
2014-06-10,566.89,566.31,571.73,564.32,78132940
2014-06-11,570.36,567.77,573.05,566.51,75171290
2014-06-12,573.77,571.19,574.75,568.58,90147440
2014-06-13,574.48,573.58,577.27,573.03,67624300
2014-06-16,572.37,575.20,575.87,571.76,76547350
2014-06-17,572.25,571.80,573.15,567.58,103158970
2014-06-18,570.03,571.74,575.03,570.03,95680950
2014-06-19,567.35,564.93,569.41,558.65,122009510
2014-06-20,560.78,568.45,571.76,560.78,116175890
2014-06-23,565.92,561.97,567.71,561.97,48639680
2014-06-24,569.74,565.47,570.37,565.12,56799240
2014-06-25,572.27,570.33,574.62,569.27,88449020
2014-06-26,576.40,572.23,578.29,570.33,111253090
2014-06-27,578.82,576.29,580.75,575.10,59803530
2014-06-30,578.13,578.28,582.26,577.76,63985010
2014-07-01,578.07,578.93,582.16,577.30,101593980
2014-07-02,578.80,578.90,581.89,576.88,107018060
2014-07-03,585.02,581.24,585.02,580.55,127121960
2014-07-04,589.35,585.66,591.38,585.66,117186000
2014-07-07,590.69,592.23,594.84,589.61,114945340
2014-07-08,591.47,591.63,593.40,588.54,83828219
2014-07-09,591.60,591.82,593.42,590.46,99772410
2014-07-10,584.88,591.21,591.35,581.49,148042030
2014-07-11,582.77,584.29,586.57,580.54,76665490
2014-07-14,586.23,583.55,586.23,581.99,62767230
2014-07-15,589.31,587.92,590.09,587.68,98238770
2014-07-16,589.68,594.13,594.29,589.68,134145840
2014-07-17,590.37,588.99,591.42,586.07,94389680
2014-07-18,596.26,590.90,596.26,589.33,120565300
2014-07-21,601.04,598.11,604.64,596.96,109316960
2014-07-22,597.98,599.30,600.93,594.85,89952820
2014-07-23,597.50,599.56,599.56,594.10,58825520
2014-07-24,602.06,597.03,602.49,597.03,84773630
2014-07-25,600.14,603.54,605.78,600.14,94267850
2014-07-28,589.45,599.13,599.35,587.78,106264460
2014-07-29,592.24,590.57,592.24,585.75,60692450
2014-07-30,589.33,591.15,593.58,588.53,73191400
2014-07-31,596.07,589.35,596.11,587.68,61274970
2014-08-01,593.90,594.66,596.80,592.38,59841150
2014-08-04,599.04,592.04,600.52,592.04,71125720
2014-08-05,607.73,600.46,607.73,599.10,83711690
2014-08-06,606.70,607.95,610.88,605.63,87400600
2014-08-07,607.62,603.94,608.42,603.13,87858760
2014-08-08,605.43,607.18,610.09,604.08,101520160
2014-08-11,602.13,602.78,607.16,600.48,74249570
2014-08-12,601.78,600.52,604.89,598.71,78520730
2014-08-13,602.76,601.03,604.51,599.64,93087280
2014-08-14,605.25,605.03,607.84,604.08,109406300
2014-08-15,604.24,605.25,608.46,603.24,101218780
2014-08-18,605.08,605.42,607.79,603.33,123678840
2014-08-19,604.64,607.27,609.04,603.61,125366090
2014-08-20,606.70,604.30,608.72,602.81,98377830
2014-08-21,612.94,608.91,616.96,608.58,140343470
2014-08-22,620.14,614.51,622.97,614.51,151323250
2014-08-25,625.88,622.71,629.58,622.16,156793900
2014-08-26,629.06,627.13,631.17,625.10,129151110
2014-08-27,628.77,630.84,632.25,624.68,152313560
2014-08-28,632.03,627.41,635.94,626.32,134519830
2014-08-29,636.65,634.91,640.19,631.11,170612900
2014-09-03,640.75,640.69,644.56,638.95,188655710
2014-09-04,640.22,638.60,642.88,636.56,147679700
2014-09-05,638.65,640.63,641.96,638.55,138632500
2014-09-08,639.85,641.88,642.72,639.19,163757920
2014-09-09,626.92,640.50,641.20,622.76,244276650
2014-09-10,628.80,625.59,630.03,618.54,129722930
2014-09-11,628.99,629.77,633.60,626.26,123786890
2014-09-12,632.50,631.31,632.91,627.42,142042140
2014-09-15,630.34,633.86,636.65,630.34,202778790
2014-09-16,627.66,628.96,631.59,623.66,176189320
2014-09-17,625.66,630.48,632.22,625.66,183400380
2014-09-18,615.80,625.95,627.29,615.80,164153900
2014-09-19,613.29,615.86,619.80,612.40,203749040
2014-09-22,611.93,617.71,621.36,611.93,100726220
2014-09-23,610.39,611.75,615.99,610.39,131792670
2014-09-24,603.59,609.51,611.61,603.59,112776100
2014-09-25,605.10,604.31,605.50,594.28,123016770
2014-09-26,604.98,608.80,610.15,604.98,134351930
2014-09-29,599.78,605.03,605.03,599.78,111034700
2014-09-30,598.80,597.11,601.54,594.00,142531380
2014-10-01,609.27,603.50,611.74,603.44,168682480
2014-10-02,612.66,612.43,614.80,607.57,165950840
2014-10-03,611.55,613.38,615.42,610.55,170345580
2014-10-06,614.42,612.11,616.13,611.77,163203440
2014-10-07,614.08,614.16,617.01,612.94,178871570
2014-10-08,617.26,615.04,618.37,611.98,167590180
2014-10-09,624.34,622.25,626.90,622.25,154923100
2014-10-10,617.72,623.85,627.49,617.72,143028680
2014-10-13,614.22,615.77,618.29,608.27,108441800
2014-10-14,605.79,614.22,616.71,605.79,112901760
2014-10-15,604.29,603.73,606.40,596.50,117820960
2014-10-16,587.17,603.11,603.59,585.76,165668630
2014-10-17,585.28,585.95,591.85,577.79,118004420
2014-10-20,589.24,588.38,593.20,585.70,75388460
2014-10-21,600.55,590.17,601.14,588.75,80475800
2014-10-22,601.59,600.27,603.97,598.99,97192990
2014-10-23,593.53,598.87,602.02,593.11,143961970
2014-10-24,591.51,592.66,595.33,588.72,90743200
2014-10-27,580.80,590.33,591.59,580.02,99712610
2014-10-28,583.13,578.73,584.43,578.44,109692910
2014-10-29,591.20,585.68,591.83,585.68,94659670
2014-10-30,589.14,593.09,594.30,589.14,94528450
2014-10-31,600.84,591.12,600.84,588.16,128903100
2014-11-03,603.15,603.44,606.94,602.51,109836450
2014-11-04,598.39,601.55,604.47,598.39,107482690
2014-11-05,597.01,599.64,602.53,593.53,129003800
2014-11-06,597.85,599.20,601.28,596.73,85175150
2014-11-07,602.59,598.41,603.32,597.73,119568150
2014-11-10,602.12,604.75,607.50,602.12,126939270
2014-11-11,604.23,603.48,608.68,601.85,132043890
2014-11-12,604.01,605.14,606.36,603.12,122678870
2014-11-13,603.16,605.25,607.29,602.62,139365180
2014-11-14,600.36,601.69,602.51,596.95,141302230
2014-11-17,600.93,602.40,604.63,600.93,109011540
2014-11-18,594.25,600.86,602.53,594.25,128868510
2014-11-19,588.35,594.88,597.29,588.35,132807230
2014-11-20,593.32,592.17,594.76,589.84,147023610
2014-11-21,588.03,594.71,596.02,588.03,157836660
2014-11-24,582.53,585.08,586.54,580.92,112311310
2014-11-25,585.91,583.53,588.42,583.53,102742670
2014-11-26,576.04,587.58,588.16,575.09,154451780
2014-11-27,572.89,575.63,575.82,567.36,107309540
2014-11-28,566.58,570.61,572.12,565.10,135324519
2014-12-01,568.01,566.22,571.69,565.09,108033330
2014-12-02,569.43,570.44,570.79,568.55,95251130
2014-12-03,574.88,570.48,575.95,570.44,111414110
2014-12-04,578.38,576.63,581.27,576.63,106104080
2014-12-05,578.76,578.52,582.42,578.18,95316490
2014-12-08,571.68,577.44,577.44,569.24,107840990
2014-12-09,555.31,567.55,567.55,554.51,169970680
2014-12-10,557.19,550.35,558.47,544.78,113615650
2014-12-11,550.11,549.78,557.96,547.55,87052690
2014-12-12,553.93,547.69,554.82,547.69,73938730
2014-12-15,547.93,550.80,554.35,547.93,78341880
2014-12-16,535.14,545.33,545.66,535.00,114699800
2014-12-17,518.22,535.27,536.64,513.06,165055720
2014-12-18,528.45,522.90,528.60,521.43,94737920
2014-12-19,523.09,527.61,533.30,522.10,171218450
2014-12-22,537.54,527.28,537.54,527.28,70396910
2014-12-23,537.88,535.61,543.22,532.78,76021280
2014-12-24,539.44,540.46,541.73,536.79,57168000
2014-12-25,532.01,536.21,537.47,531.52,67648520
2014-12-26,533.37,531.84,537.89,527.41,85103360
2014-12-29,532.68,533.37,538.83,528.63,94978280
2014-12-30,537.57,531.07,537.57,526.61,80298630
2014-12-31,545.63,538.68,546.62,537.91,106297220
2015-01-05,544.45,545.43,549.22,543.78,91834620
2015-01-06,549.66,539.08,550.11,538.82,94081890
2015-01-07,552.05,548.44,555.83,548.44,109445780
2015-01-08,553.47,553.49,556.80,552.15,73883040
2015-01-09,569.73,555.53,570.52,555.53,104203680
2015-01-12,574.32,575.86,579.73,574.07,123328210
2015-01-13,580.60,573.26,580.65,573.26,93250940
2015-01-14,577.01,579.77,582.21,571.67,105588770
2015-01-15,577.74,577.01,581.24,575.36,111809300
2015-01-16,574.81,576.88,578.51,574.08,103715770
2015-01-19,571.51,576.50,579.06,570.10,85869950
2015-01-20,572.22,570.78,574.96,570.14,72955320
2015-01-21,569.12,573.54,574.41,569.12,75650990
2015-01-22,574.54,569.74,576.48,567.82,77924420
2015-01-23,582.38,578.22,583.57,577.57,116961120
2015-01-26,580.64,584.89,586.76,580.64,92614650
2015-01-27,579.30,580.45,584.28,575.50,138720400
2015-01-28,583.76,579.56,584.35,578.59,107451330
2015-01-29,583.28,584.18,585.66,580.37,93424200
2015-01-30,576.07,584.08,584.08,574.46,97717870
2015-02-02,570.37,576.07,579.73,570.37,66840420
2015-02-03,557.47,572.56,574.83,557.47,93996200
2015-02-04,561.45,556.93,561.69,553.21,90940000
2015-02-05,567.17,562.17,568.22,562.05,69467520
2015-02-06,574.13,569.03,574.36,569.03,58140870
2015-02-09,573.55,574.06,577.04,572.79,62712850
2015-02-10,574.52,575.74,578.42,574.24,61234350
2015-02-11,581.76,574.88,581.76,574.88,70560970
2015-02-12,584.67,582.52,584.99,581.86,79108960
2015-02-13,587.24,586.26,589.02,585.60,72295080
2015-02-24,596.95,590.18,596.95,589.74,61107780
2015-02-25,592.66,596.90,601.55,592.66,96802090
2015-02-26,596.72,593.95,597.07,591.78,84963550
2015-02-27,592.57,598.00,598.40,590.58,76140470
2015-03-02,590.73,591.75,593.72,588.59,76507740
2015-03-03,596.72,590.42,597.45,590.42,108805820
2015-03-04,600.39,598.49,600.69,595.34,115632610
2015-03-05,596.91,601.08,602.40,596.75,121956230
2015-03-06,593.97,596.42,598.33,592.71,96217780
2015-03-09,588.44,594.08,596.32,587.27,90927440
2015-03-10,589.66,586.38,591.17,586.38,93334410
2015-03-11,586.54,589.04,590.56,586.49,79076070
2015-03-12,588.53,585.89,589.67,585.48,79994860
2015-03-13,586.10,589.04,591.75,586.10,88834970
2015-03-16,580.80,583.26,586.19,580.55,98790020
2015-03-17,581.76,580.60,583.59,580.60,88737460
2015-03-18,578.68,580.81,581.53,577.26,86795050
2015-03-19,573.74,579.39,580.32,573.52,81752950
2015-03-20,575.44,572.57,577.56,571.92,145321980
2015-03-23,570.89,576.64,579.39,570.44,94583430
2015-03-24,567.43,569.33,569.91,562.07,86397700
2015-03-25,560.93,567.62,568.40,559.87,83089270
2015-03-26,556.16,556.12,559.68,553.19,78108960
2015-03-27,551.42,558.93,561.13,549.65,83668500
2015-03-30,545.19,551.75,554.26,545.07,85631540
2015-03-31,551.13,544.87,552.72,544.87,80466510
2015-04-01,538.91,550.80,551.69,537.30,109335350
2015-04-02,546.85,540.54,546.85,536.87,86076890
2015-04-03,547.85,548.69,550.30,544.22,69546330
2015-04-06,542.97,548.11,549.28,542.97,54716270
2015-04-07,548.11,542.71,548.37,540.79,89727690
2015-04-08,547.72,549.69,551.23,546.29,70218920
2015-04-09,550.52,547.26,552.53,546.76,83461270
2015-04-10,554.03,550.96,557.65,550.96,94475400
2015-04-13,559.54,556.35,559.68,555.97,69597200
2015-04-14,558.67,559.81,562.95,558.49,64342770
2015-04-15,564.50,558.94,565.39,558.94,75972590
2015-04-16,568.28,564.50,570.68,564.50,96584510
2015-04-17,568.32,568.28,572.76,568.28,103374650
2015-04-20,565.04,568.52,568.83,562.66,65083490
2015-04-21,562.24,563.78,567.52,562.24,82497060
2015-04-22,562.51,562.58,565.04,561.53,89314350
2015-04-23,561.25,562.85,564.45,557.57,71598650
2015-04-24,565.77,563.17,567.36,561.56,54121630
2015-04-27,562.40,567.77,568.47,562.40,53676760
2015-05-04,545.08,560.62,563.36,545.08,111153790
2015-05-05,552.65,544.80,552.65,539.04,100089470
2015-05-06,549.30,553.30,555.51,548.17,80300720
2015-05-07,552.98,548.51,554.22,547.53,65236660
2015-05-08,554.51,551.57,556.39,550.93,70875790
2015-05-11,551.67,554.50,556.20,550.57,88473680
2015-05-12,544.41,551.98,552.56,542.70,72362280
2015-05-13,542.82,545.50,546.99,538.76,76185760
2015-05-14,543.69,542.53,545.00,540.72,64983330
2015-05-15,537.44,543.61,545.48,537.44,72939360
2015-05-18,528.95,535.82,536.71,528.90,101572460
2015-05-19,536.82,530.00,537.19,530.00,83713920
2015-05-20,550.10,536.35,550.33,536.07,123637010
2015-05-21,552.56,550.99,554.00,547.95,103116440
2015-05-22,561.82,553.41,561.82,550.81,112920050
2015-05-25,563.00,560.80,563.84,558.50,106078240
2015-05-26,567.20,563.31,570.29,562.58,133053010
2015-05-27,566.48,564.64,569.63,563.28,111368810
2015-05-28,572.97,566.13,576.92,564.73,145617460
2015-05-29,569.56,572.73,577.03,568.70,129559300
2015-06-01,574.98,571.15,579.58,570.14,112680510
2015-06-02,570.31,575.70,581.24,570.31,120805280
2015-06-03,567.90,570.55,573.91,567.81,120677080
2015-06-04,568.99,568.01,573.50,567.90,103665870
2015-06-05,578.07,568.63,579.01,568.37,141129610
2015-06-08,579.83,581.20,585.51,579.52,182809700
2015-06-09,574.47,578.68,582.13,573.73,146632640
2015-06-10,574.10,576.06,576.62,569.59,123793810
2015-06-11,581.05,577.32,582.68,575.25,158674570
2015-06-12,582.73,582.54,585.01,578.80,154956240
2015-06-15,586.48,583.51,586.67,581.35,147047610
2015-06-16,580.35,587.76,589.33,580.35,152124380
2015-06-17,578.87,578.53,584.04,575.88,119302310
2015-06-18,580.35,578.73,583.02,578.47,90021550
2015-06-19,584.70,584.08,588.48,582.47,184477640
2015-06-22,594.08,588.33,594.08,588.01,145223130
2015-06-23,593.07,592.44,595.11,590.76,99831620
2015-06-24,590.02,592.19,594.01,589.02,112994500
2015-06-25,587.99,589.29,590.37,585.34,106046100
2015-06-26,581.75,586.04,592.59,581.75,138270500
2015-06-29,591.75,580.16,591.75,579.61,104599850
2015-06-30,593.05,588.77,598.98,588.77,137264740
2015-07-01,591.50,594.52,594.52,587.33,114932070
2015-07-02,605.70,591.50,605.70,590.52,118695710
2015-07-03,616.43,608.82,617.96,608.82,154568920
2015-07-06,625.22,618.75,625.34,618.65,162505730
2015-07-07,630.27,623.89,633.73,620.59,167953860
2015-07-08,623.17,630.40,634.13,617.29,180512890
2015-07-09,622.10,616.20,626.38,613.34,128611000
2015-07-10,627.28,627.56,630.79,624.70,149796670
2015-07-13,634.10,631.60,637.10,627.70,130289110
2015-07-14,638.69,635.55,640.43,628.43,148321440
2015-07-15,630.89,640.43,641.06,630.89,136744360
2015-07-16,626.90,627.32,632.21,622.57,113628750
2015-07-17,628.63,628.45,631.67,626.21,97179130
2015-07-20,620.54,624.84,624.84,616.11,106200850
2015-07-21,616.61,619.90,624.47,613.83,95668320
2015-07-22,629.85,614.56,629.94,613.58,109080570
2015-07-23,632.01,632.07,637.91,631.43,117644960
2015-07-24,631.26,633.27,634.61,627.99,109015570
2015-07-27,635.46,629.68,636.84,629.42,116704360
2015-07-28,631.47,636.58,639.54,631.47,149155540
2015-07-29,624.70,632.00,634.64,624.70,111883170
2015-07-30,626.57,625.46,627.11,622.43,96753150
2015-07-31,621.06,628.31,629.97,621.06,101422300
2015-08-03,609.47,617.12,617.12,605.63,120074910
2015-08-04,600.76,607.95,609.91,600.76,78122270
2015-08-05,607.08,600.68,608.21,600.68,92678090
2015-08-06,601.04,607.84,609.31,600.85,108566000
2015-08-07,603.76,601.57,604.04,597.75,75215360
2015-08-10,614.53,603.82,614.53,603.82,84997900
2015-08-11,613.05,615.17,619.69,611.17,102419460
2015-08-12,604.24,609.33,611.46,602.01,108828230
2015-08-13,594.26,603.31,603.31,590.44,119331520
2015-08-14,589.03,592.80,598.55,585.97,85702280
2015-08-17,573.15,588.67,591.20,571.26,104003690
2015-08-18,580.22,571.31,580.22,571.22,86433690
2015-08-19,577.82,576.44,580.99,569.21,98952270
2015-08-20,566.69,577.82,577.82,565.09,106922940
2015-08-21,556.30,559.34,559.97,542.31,181604060
2015-08-24,526.93,550.48,550.48,523.55,166417080
2015-08-25,529.98,511.13,535.48,511.13,167518810
2015-08-26,545.89,530.05,545.89,530.05,120486820
2015-08-27,555.81,551.89,558.93,551.44,115022570
2015-08-28,570.87,561.36,570.87,559.35,151294750
2015-08-31,564.75,573.10,573.10,563.99,103156060
2015-09-01,562.31,565.75,569.18,561.28,85154580
2015-09-03,554.30,559.32,561.43,551.47,88639140
2015-09-04,556.81,554.85,558.90,554.77,65396630
2015-09-07,554.93,557.07,560.09,554.44,62231590
2015-09-08,566.72,554.48,566.72,554.34,93964710
2015-09-09,572.34,574.06,574.73,569.69,83370390
2015-09-10,572.07,567.51,576.13,567.09,68366470
2015-09-11,566.74,572.14,573.99,566.18,83304010
2015-09-14,562.17,569.21,572.25,561.46,73159920
2015-09-15,563.27,564.38,565.05,561.10,76130030
2015-09-16,564.13,561.86,564.82,561.69,62235037
2015-09-17,562.48,563.93,565.85,562.48,69310470
2015-09-18,566.25,564.69,569.50,564.69,146392000
2015-09-21,572.12,566.74,572.26,565.16,85938051
2015-09-22,573.20,573.09,575.17,570.26,93496159
2015-09-23,572.72,570.64,573.85,569.51,83877600
2015-09-24,570.25,573.50,575.36,570.12,97457070
2015-09-25,570.38,570.41,572.09,567.71,64223028
2015-09-28,564.88,571.29,572.15,564.88,75447980
2015-09-29,561.19,559.83,561.76,557.65,82413750
2015-09-30,562.64,562.50,565.65,562.50,66065626
2015-10-01,563.54,563.39,565.63,563.23,59824628
2015-10-02,562.31,563.33,565.01,561.73,68355987
2015-10-05,570.00,564.58,570.00,563.95,90574640
2015-10-06,581.29,577.45,581.38,574.63,151956949
2015-10-07,579.57,583.97,587.30,579.57,132704818
2015-10-08,586.78,580.04,588.35,579.82,143566398
2015-10-09,588.02,590.91,593.02,587.57,149409089
2015-10-12,592.10,587.72,594.74,587.25,115454162
2015-10-13,590.84,589.09,591.66,588.54,101968843
2015-10-14,589.98,592.45,593.73,589.62,103133442
2015-10-15,592.40,591.36,594.17,588.98,105173017
2015-10-16,593.02,592.40,599.74,592.40,127481214
2015-10-19,594.61,593.87,598.11,591.60,98764222
2015-10-20,590.45,594.97,596.37,588.26,118447575
2015-10-21,590.24,590.43,594.50,589.84,92068554
2015-10-22,595.08,590.24,595.81,589.74,88774942
2015-10-23,601.74,598.55,602.55,598.25,96355905
2015-10-26,598.61,604.41,606.79,598.61,92911590
2015-10-27,598.44,597.80,600.51,595.62,89116049
2015-10-28,596.24,599.09,601.09,596.24,107072382
2015-10-29,605.20,599.32,605.20,598.80,99109489
2015-10-30,607.37,605.49,608.01,603.93,85036316
2015-11-02,602.76,607.93,610.17,601.99,112437389
2015-11-03,611.71,605.32,611.71,600.46,105509566
2015-11-04,610.60,614.29,617.93,610.60,97602621
2015-11-05,615.18,609.49,616.46,608.53,91052676
2015-11-06,612.36,615.54,617.79,608.89,106118959
2015-11-09,610.66,612.29,613.79,610.35,112051656
2015-11-10,605.27,609.30,610.60,605.08,110272897
2015-11-11,603.53,604.13,609.24,603.34,90794567
2015-11-12,605.58,602.02,605.58,595.86,137950372
2015-11-13,611.27,604.41,611.27,603.72,145889290
2015-11-16,609.21,609.77,611.92,605.39,123107214
2015-11-17,605.05,609.46,611.18,605.05,162861800
2015-11-18,603.34,603.32,606.62,602.13,110929890
2015-11-19,601.90,604.38,605.56,600.84,111455220
2015-11-20,604.46,602.11,606.58,601.90,130406770
2015-11-23,599.99,605.89,607.69,599.99,147238690
2015-11-24,593.83,599.81,599.94,590.41,150944920
2015-11-25,595.70,593.24,596.92,588.10,141154312
2015-11-26,590.40,593.12,594.67,590.39,143903290
2015-11-27,582.86,589.09,591.84,582.86,134000000
2015-11-30,573.20,581.39,581.65,571.12,112002660
2015-12-01,570.41,573.39,577.58,570.41,105263172
2015-12-02,574.42,571.01,577.03,571.01,95104270
2015-12-03,574.38,574.04,576.84,573.20,72386103
2015-12-04,571.62,574.00,574.69,567.95,83588450
2015-12-07,563.62,570.12,571.20,563.41,70909345
2015-12-08,574.15,561.00,574.15,556.92,97229023
2015-12-09,565.20,575.08,576.63,565.20,88484680
2015-12-10,561.04,564.86,567.62,561.04,94021540
2015-12-11,563.43,560.99,567.13,559.73,79101207
2015-12-14,562.22,564.14,566.28,560.99,92279450
2015-12-15,568.00,563.30,568.74,563.30,99056490
2015-12-16,572.55,570.36,575.54,570.36,97459373
2015-12-17,577.11,572.55,579.18,572.55,80835755
2015-12-18,568.18,574.66,578.00,568.18,179088555
2015-12-21,566.90,570.45,571.28,565.35,97395384
2015-12-22,566.35,567.88,570.86,565.48,74472860
2015-12-23,564.27,564.93,568.16,562.30,73543732
2015-12-24,566.17,566.65,567.80,565.62,65006001
2015-12-25,567.67,566.60,570.49,566.60,79540410
2015-12-28,569.90,570.57,572.92,569.40,101112130
2015-12-29,576.29,569.40,576.29,566.49,94301180
2015-12-30,579.45,576.50,579.45,575.71,83690118
2015-12-31,579.03,579.12,580.82,575.73,103168670
2016-01-04,574.41,579.03,579.97,573.15,96341237
